KorhazRovid;Korhaz;SzakmaKod;SzakmaMegnev;OsszesAgy;MukodoIAgy;MukodoIIAgy;TartoSzuneteloAgy;Kiesett6HonapnalHosszabb;Kiesett6HonapnalRovidebb;TeljesithetoApolasiNapSzam;ElbocsatottBetegSzam;EltavozottBetegSzam;MasOsztalyBetegSzam;MeghaltBetegSzam;EgynaposEsetSzam;TeljesitettApolasiNapSzam;ApolasAtlTartam;Agykihasznalas;Halalozas;Ev;OsszesAtlagAgy;MukodoAtlagAgy
0151;Országos Traumatológiai Intézet, Budapest;3;Traumatológia;345;330;330;15;12124;0;114146;11027;10609;354;64;15;82578;7,49;72,34;0,58;2000;;
0151;Országos Traumatológiai Intézet, Budapest;15;Intenzív betegellátó;18;18;18;0;0;0;6588;482;96;333;53;23;3685;7,65;55,94;11;2000;;
0152;Országos Sportegészségügyi Intézet, Budapest;1;Belgyógyászat;50;50;50;0;0;0;18300;1852;1777;39;36;2;14891;8,04;81,37;1,94;2000;;
0152;Országos Sportegészségügyi Intézet, Budapest;10;Ortopédia;60;60;60;0;0;0;21960;3172;3162;10;0;3;13304;4,19;60,58;0;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;1;Belgyógyászat;20;20;20;0;0;0;21880;1617;1480;75;62;14;17372;10,74;79,4;3,83;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;2;Sebészet;0;0;0;0;0;0;8190;995;914;41;40;6;7688;7,73;93,87;4,02;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;6;Fül-orr-gégészet;0;0;0;0;0;0;3640;559;556;3;0;2;2914;5,21;80,05;0;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;7;Szemészet;0;0;0;0;0;0;3276;288;286;2;0;0;2488;8,64;75,95;0;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;10;Ortopédia;0;0;0;0;0;0;16380;1010;953;55;2;6;13283;13,15;81,09;0,2;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;11;Urológia;0;0;0;0;0;0;4550;643;630;8;5;1;4198;6,53;92,26;0,78;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;14;Reumatológia;266;266;266;0;0;2820;131664;9155;9076;78;1;0;122531;13,38;93,06;0,01;2000;;
0153;Országos Reumatológiai és Fizioterápiás Intézet, Budapest;15;Intenzív betegellátó;0;0;0;0;0;0;2184;257;186;50;21;13;1820;7,08;83,33;8,17;2000;;
0154;Országos Onkológiai Intézet, Budapest;2;Sebészet;64;64;64;0;0;0;23424;2204;1853;341;10;15;20077;9,11;85,71;0,45;2000;;
0154;Országos Onkológiai Intézet, Budapest;4;Szülészet-nőgyógyászat;47;47;47;0;0;0;17202;2314;2277;28;9;1;15332;6,63;89,13;0,39;2000;;
0154;Országos Onkológiai Intézet, Budapest;12;Onkológia, onkoradiológia;229;229;229;0;0;0;83814;9223;8719;306;198;30;73448;7,96;87,63;2,15;2000;;
0154;Országos Onkológiai Intézet, Budapest;15;Intenzív betegellátó;8;8;8;0;0;0;2928;428;17;385;26;5;1884;4,4;64,34;6,07;2000;;
0155;Orsz. Haematológiai és Immunológiai. Int., Budapest;1;Belgyógyászat;82;82;67;0;0;3276;26736;1602;1520;11;71;16;20015;12,49;74,86;4,43;2000;;
0156;Országos Korányi TBC és Pulmonológiai Intézet, Budapest;1;Belgyógyászat;84;84;84;0;0;0;30139;2423;2195;118;110;35;23895;9,86;79,28;4,54;2000;;
0156;Országos Korányi TBC és Pulmonológiai Intézet, Budapest;2;Sebészet;44;44;44;0;0;0;16104;2078;816;1256;6;7;11523;5,55;71,55;0,29;2000;;
0156;Országos Korányi TBC és Pulmonológiai Intézet, Budapest;11;Urológia;25;25;25;0;0;0;9150;1189;939;239;11;6;7174;6,03;78,4;0,93;2000;;
0156;Országos Korányi TBC és Pulmonológiai Intézet, Budapest;15;Intenzív betegellátó;24;24;24;0;0;0;8784;1509;249;1190;70;21;4903;3,25;55,82;4,64;2000;;
0158;Országos Mentőszolgálat Kórháza, Budapest;1;Belgyógyászat;40;40;40;0;0;0;14640;1102;781;277;44;142;6915;6,27;47,23;3,99;2000;;
0158;Országos Mentőszolgálat Kórháza, Budapest;3;Traumatológia;30;30;30;0;0;0;10980;1159;1146;12;1;2;5993;5,17;54,58;0,09;2000;;
0159;Svábhegyi Állami Gyermekgyógyintézet, Budapest;5;Csecsemő- és gyermekgyógyászat;300;300;300;0;0;0;109800;6626;6611;13;2;4;80445;12,14;73,27;0,03;2000;;
0160;Országos Orvosi Rehabilitációs Intézet, Budapest;2;Sebészet;30;30;30;0;0;0;10980;342;261;66;15;1;9252;27,05;84,26;4,39;2000;;
0160;Országos Orvosi Rehabilitációs Intézet, Budapest;10;Ortopédia;25;25;25;0;0;0;9150;610;581;28;1;0;6653;10,91;72,71;0,16;2000;;
0161;Országos Pszichiátriai és Neurológiai Intézet, Budapest;1;Belgyógyászat;40;40;40;0;0;0;14640;735;419;296;20;7;8741;11,89;59,71;2,72;2000;;
0161;Országos Pszichiátriai és Neurológiai Intézet, Budapest;9;Ideggyógyászat;105;105;105;0;0;0;38430;2634;1818;737;79;15;27482;10,43;71,51;3;2000;;
0161;Országos Pszichiátriai és Neurológiai Intézet, Budapest;16;Fertőző betegellátó;20;20;20;0;0;0;7320;204;120;67;17;1;2578;12,64;35,22;8,33;2000;;
0162;Gottsegen György Országos Kardiológiai Intézet, Budapest;1;Belgyógyászat;140;140;140;0;0;0;51240;5335;4308;1013;14;70;40990;7,68;80;0,26;2000;;
0162;Gottsegen György Országos Kardiológiai Intézet, Budapest;2;Sebészet;42;42;42;0;0;0;15372;1122;883;192;47;18;10892;9,71;70,86;4,19;2000;;
0162;Gottsegen György Országos Kardiológiai Intézet, Budapest;5;Csecsemő- és gyermekgyógyászat;61;61;61;0;0;0;22326;2025;1260;744;21;35;15461;7,64;69,25;1,04;2000;;
0162;Gottsegen György Országos Kardiológiai Intézet, Budapest;15;Intenzív betegellátó;4;4;4;0;0;0;1464;520;38;449;33;98;1896;3,65;129,5;6,35;2000;;
0163;Országos Idegesebészeti Tudományos Intézet, Budapest;2;Sebészet;125;105;105;20;7320;0;38430;3836;2694;1130;12;46;26760;6,98;69,63;0,31;2000;;
0163;Országos Idegesebészeti Tudományos Intézet, Budapest;15;Intenzív betegellátó;31;31;31;0;0;0;11346;1265;254;957;54;11;6829;5,4;60,19;4,27;2000;;
0190;Magyarországi Zsidó Hitközösségek Szöv. Szeretetkórháza, Bp.;1;Belgyógyászat;40;40;40;0;0;0;14640;644;264;326;54;3;13819;21,46;94,39;8,39;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;1;Belgyógyászat;125;125;123;0;0;162;45588;3917;3585;220;112;35;39547;10,1;86,75;2,86;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;2;Sebészet;85;85;85;0;0;268;30842;3220;2966;213;41;72;21452;6,66;69,55;1,27;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;4;Szülészet-nőgyógyászat;37;37;37;0;0;430;13112;2529;2508;20;1;3;13653;5,4;104,1;0,04;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;6;Fül-orr-gégészet;20;20;20;0;0;0;7320;1088;1078;9;1;1;5399;4,96;73,76;0,09;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;9;Ideggyógyászat;34;34;34;0;0;0;12444;1141;1064;59;18;5;11112;9,74;89,3;1,58;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;11;Urológia;28;28;27;0;0;92;10156;880;845;32;3;4;7773;8,83;76,54;0,34;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;12;Onkológia, onkoradiológia;65;65;65;0;0;0;23790;2123;1908;114;101;24;18025;8,49;75,77;4,76;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;14;Reumatológia;30;30;30;0;0;0;10980;713;703;10;0;0;9675;13,57;88,11;0;2000;;
0191;BM. Központi Kórház és Intézményei, Budapest;15;Intenzív betegellátó;6;6;6;0;0;33;2163;284;6;232;46;12;1292;4,55;59,73;16,2;2000;;
0195;MH. Központi Honvédkórház, Budapest;1;Belgyógyászat;197;197;197;0;0;0;72102;6214;5787;267;160;20;52736;8,49;73,14;2,57;2000;;
0195;MH. Központi Honvédkórház, Budapest;2;Sebészet;128;128;128;0;0;0;46848;3432;3197;150;85;25;29058;8,47;62,03;2,48;2000;;
0195;MH. Központi Honvédkórház, Budapest;3;Traumatológia;100;100;100;0;0;0;36600;3965;3888;53;24;44;25910;6,53;70,79;0,61;2000;;
0195;MH. Központi Honvédkórház, Budapest;4;Szülészet-nőgyógyászat;35;35;35;0;0;0;12810;2272;2269;3;0;325;7593;3,34;59,27;0;2000;;
0195;MH. Központi Honvédkórház, Budapest;6;Fül-orr-gégészet;30;30;30;0;0;0;10980;1230;1222;7;1;0;4584;3,73;41,75;0,08;2000;;
0195;MH. Központi Honvédkórház, Budapest;7;Szemészet;35;35;35;0;0;0;12810;1761;1756;5;0;4;8675;4,93;67,72;0;2000;;
0195;MH. Központi Honvédkórház, Budapest;8;Bőr- és nemibeteg;25;25;25;0;0;0;9150;617;578;37;2;0;4993;8,09;54,57;0,32;2000;;
0195;MH. Központi Honvédkórház, Budapest;9;Ideggyógyászat;67;67;67;0;0;0;24522;2157;2078;41;38;11;15847;7,35;64,62;1,76;2000;;
0195;MH. Központi Honvédkórház, Budapest;10;Ortopédia;78;57;57;21;7686;0;20862;1659;1597;58;4;7;11620;7;55,7;0,24;2000;;
0195;MH. Központi Honvédkórház, Budapest;11;Urológia;34;34;34;0;0;0;12444;933;897;27;9;3;7714;8,27;61,99;0,96;2000;;
0195;MH. Központi Honvédkórház, Budapest;13;Fog- és szájsebészet;20;20;20;0;0;0;7320;365;359;6;0;1;1945;5,33;26,57;0;2000;;
0195;MH. Központi Honvédkórház, Budapest;15;Intenzív betegellátó;16;16;16;0;0;0;5856;519;258;200;61;14;3282;6,32;56,05;11,75;2000;;
2203;Szent Ferenc KH., Budapest;1;Belgyógyászat;79;79;79;0;0;0;28914;2203;2020;56;127;12;21269;9,65;73,56;5,76;2000;;
2203;Szent Ferenc KH., Budapest;2;Sebészet;26;26;0;0;0;3172;6344;147;140;1;6;0;1889;12,85;29,78;4,08;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;1;Belgyógyászat;80;80;80;0;0;868;13852;1192;1070;64;58;2;11103;9,31;80,15;4,87;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;2;Sebészet;45;45;45;0;0;0;8280;924;864;21;39;3;6829;7,39;82,48;4,22;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;6;Fül-orr-gégészet;20;20;20;0;0;0;3680;519;510;6;3;0;2830;5,45;76,9;0,58;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;7;Szemészet;18;18;18;0;0;0;3312;283;278;4;1;0;2668;9,43;80,56;0,35;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;10;Ortopédia;60;60;60;0;0;0;11040;790;752;38;0;0;8992;11,38;81,45;0;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;11;Urológia;25;25;25;0;0;0;4600;613;595;10;8;1;4103;6,69;89,2;1,31;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;14;Reumatológia;140;140;140;0;0;2604;24536;1693;1636;57;0;0;22503;13,29;91,71;0;2000;;
2237;Budai Irgalmasrendi Kórház KHT., Budapest;15;Intenzív betegellátó;12;12;12;0;0;0;2208;261;190;39;32;7;1719;6,59;77,85;12,26;2000;;
9511;MÁV Kórház, Budapest;1;Belgyógyászat;215;215;215;0;0;0;78690;9455;7903;1241;311;177;75454;7,98;95,89;3,29;2000;;
9511;MÁV Kórház, Budapest;2;Sebészet;142;142;142;0;0;0;51972;5115;4359;672;84;126;31370;6,13;60,36;1,64;2000;;
9511;MÁV Kórház, Budapest;3;Traumatológia;36;36;36;0;0;0;13176;1351;1202;134;15;18;8395;6,21;63,71;1,11;2000;;
9511;MÁV Kórház, Budapest;4;Szülészet-nőgyógyászat;40;40;40;0;0;0;14640;3388;3349;39;0;13;13107;3,87;89,53;0;2000;;
9511;MÁV Kórház, Budapest;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;0;0;10980;882;877;5;0;6;4349;4,93;39,61;0;2000;;
9511;MÁV Kórház, Budapest;6;Fül-orr-gégészet;20;20;20;0;0;0;7320;1294;1261;31;2;2;5932;4,58;81,04;0,15;2000;;
9511;MÁV Kórház, Budapest;7;Szemészet;18;18;18;0;0;0;6588;1720;1706;14;0;0;5966;3,47;90,56;0;2000;;
9511;MÁV Kórház, Budapest;8;Bőr- és nemibeteg;20;20;20;0;0;0;7320;342;217;122;3;0;4937;14,44;67,45;0,88;2000;;
9511;MÁV Kórház, Budapest;9;Ideggyógyászat;20;20;20;0;0;0;7320;322;41;274;7;3;2570;7,98;35,11;2,17;2000;;
9511;MÁV Kórház, Budapest;10;Ortopédia;36;36;36;0;0;0;13176;1191;1114;76;1;1;12383;10,4;93,98;0,08;2000;;
9511;MÁV Kórház, Budapest;14;Reumatológia;40;40;40;0;0;0;14640;1306;1266;40;0;0;14052;10,76;95,98;0;2000;;
9511;MÁV Kórház, Budapest;15;Intenzív betegellátó;12;12;12;0;0;0;4392;550;18;464;68;22;2383;4,33;54,26;12,36;2000;;
9512;Budai MÁV Kórház;1;Belgyógyászat;56;56;56;0;0;36;20460;1444;1284;143;17;6;16877;11,69;82,49;1,18;2000;;
9512;Budai MÁV Kórház;2;Sebészet;64;64;64;0;0;0;23424;2542;1943;586;13;31;18114;7,13;77,33;0,51;2000;;
9512;Budai MÁV Kórház;9;Ideggyógyászat;35;35;35;0;0;0;12810;817;452;363;2;0;11935;14,61;93,17;0,24;2000;;
9512;Budai MÁV Kórház;15;Intenzív betegellátó;7;7;7;0;0;0;2562;587;15;546;26;3;1738;2,96;67,84;4,43;2000;;
0201;Baranya Megyei Kórház, Pécs;1;Belgyógyászat;144;144;144;0;0;1820;50884;4920;4337;413;170;42;37316;7,58;73,34;3,46;2000;;
0201;Baranya Megyei Kórház, Pécs;2;Sebészet;80;80;80;0;0;0;29280;3149;2769;307;73;26;20592;6,54;70,33;2,32;2000;;
0201;Baranya Megyei Kórház, Pécs;4;Szülészet-nőgyógyászat;78;78;78;0;0;728;29340;5003;4990;10;3;238;21416;4,28;72,99;0,06;2000;;
0201;Baranya Megyei Kórház, Pécs;12;Onkológia, onkoradiológia;30;30;30;0;0;0;10980;1752;1666;44;42;5;6706;3,83;61,07;2,4;2000;;
0201;Baranya Megyei Kórház, Pécs;15;Intenzív betegellátó;10;10;10;0;0;0;2140;335;23;230;82;23;1317;3,93;61,54;24,48;2000;;
0201;Baranya Megyei Kórház, Pécs;16;Fertőző betegellátó;40;40;40;0;0;0;14640;1095;1007;53;35;2;9674;8,83;66,08;3,2;2000;;
0202;Baranya Megyei Kerpel-Fronius Ödön Gyermekkórház, Pécs;2;Sebészet;20;20;20;0;0;0;7320;1100;1075;25;0;3;5713;5,19;78,05;0;2000;;
0202;Baranya Megyei Kerpel-Fronius Ödön Gyermekkórház, Pécs;5;Csecsemő- és gyermekgyógyászat;52;52;52;0;0;0;19032;1975;1942;33;0;110;11779;5,96;61,89;0;2000;;
0202;Baranya Megyei Kerpel-Fronius Ödön Gyermekkórház, Pécs;6;Fül-orr-gégészet;20;20;20;0;0;0;7320;979;971;8;0;3;4062;4,15;55,49;0;2000;;
0202;Baranya Megyei Kerpel-Fronius Ödön Gyermekkórház, Pécs;15;Intenzív betegellátó;5;5;5;0;0;0;1830;293;36;254;3;4;1348;4,6;73,66;1,02;2000;;
0202;Baranya Megyei Kerpel-Fronius Ödön Gyermekkórház, Pécs;16;Fertőző betegellátó;20;20;20;0;0;0;7320;1136;1116;20;0;3;6415;5,65;87,64;0;2000;;
0204;Városi Kórház, Mohács;1;Belgyógyászat;64;64;64;0;0;0;23424;2753;2467;157;129;39;20445;7,43;87,28;4,69;2000;;
0204;Városi Kórház, Mohács;2;Sebészet;42;42;42;0;0;0;15372;1928;1740;149;39;4;13669;7,09;88,92;2,02;2000;;
0204;Városi Kórház, Mohács;4;Szülészet-nőgyógyászat;31;31;31;0;0;0;11346;1636;1628;7;1;441;10048;6,14;88,56;0,06;2000;;
0204;Városi Kórház, Mohács;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;0;0;10980;994;993;1;0;15;6839;6,88;62,29;0;2000;;
0204;Városi Kórház, Mohács;6;Fül-orr-gégészet;20;20;20;0;0;0;7320;1213;1204;7;2;1;5089;4,2;69,52;0,16;2000;;
0204;Városi Kórház, Mohács;7;Szemészet;18;18;18;0;0;0;6588;869;861;8;0;1;3481;4,01;52,84;0;2000;;
0204;Városi Kórház, Mohács;9;Ideggyógyászat;30;30;30;0;0;0;10980;783;685;43;55;6;8378;10,7;76,3;7,02;2000;;
0204;Városi Kórház, Mohács;15;Intenzív betegellátó;5;5;5;0;0;0;1830;259;56;179;24;11;1146;4,42;62,62;9,27;2000;;
0205;Városi KH-RI, Komló;1;Belgyógyászat;52;52;52;0;0;0;19032;1953;1821;16;116;18;15437;7,9;81,11;5,94;2000;;
0205;Városi KH-RI, Komló;2;Sebészet;40;40;40;0;0;0;14640;2169;2135;6;28;1;12560;5,79;85,79;1,29;2000;;
0205;Városi KH-RI, Komló;4;Szülészet-nőgyógyászat;30;30;30;0;0;0;10980;1550;1548;2;0;3;6992;4,51;63,68;0;2000;;
0205;Városi KH-RI, Komló;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;0;0;10980;1374;1374;0;0;6;7868;5,73;71,66;0;2000;;
0207;Városi KH-RI, Szigetvár;1;Belgyógyászat;49;49;49;0;0;0;17934;1523;1299;142;82;17;13320;8,75;74,27;5,38;2000;;
0207;Városi KH-RI, Szigetvár;2;Sebészet;45;45;45;0;0;0;16470;1875;1709;137;29;9;12028;6,41;73,03;1,55;2000;;
0207;Városi KH-RI, Szigetvár;4;Szülészet-nőgyógyászat;30;30;30;0;0;0;10980;1590;1572;18;0;4;6972;4,38;63,5;0;2000;;
0207;Városi KH-RI, Szigetvár;5;Csecsemő- és gyermekgyógyászat;30;30;30;0;0;0;10980;858;858;0;0;1;5089;5,93;46,35;0;2000;;
0207;Városi KH-RI, Szigetvár;9;Ideggyógyászat;60;60;60;0;0;0;24700;1722;1457;166;99;19;13041;7,57;52,8;5,75;2000;;
0207;Városi KH-RI, Szigetvár;15;Intenzív betegellátó;5;5;5;0;0;80;1750;282;120;109;53;21;1282;4,55;73,26;18,79;2000;;
0209;Megyei Gyógyfürdőkórház, Harkány;14;Reumatológia;80;80;80;0;0;0;29280;2135;2135;0;0;1;26688;12,5;91,15;0;2000;;
0231;Siklósi Kórház KHT., Siklós;1;Belgyógyászat;50;50;50;0;0;1744;16556;1439;1246;95;98;18;11895;8,27;71,85;6,81;2000;;
0231;Siklósi Kórház KHT., Siklós;2;Sebészet;24;24;24;0;0;0;8784;886;847;29;10;11;6238;7,04;71,02;1,13;2000;;
0231;Siklósi Kórház KHT., Siklós;4;Szülészet-nőgyógyászat;15;15;15;0;0;210;5280;1034;1028;5;1;6;3811;3,69;72,18;0,1;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;1;Belgyógyászat;259;259;259;0;0;0;94794;13457;12485;670;302;50;82091;6,1;86,6;2,24;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;2;Sebészet;188;188;188;0;0;286;68522;8195;7607;498;90;22;56970;6,95;83,14;1,1;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;3;Traumatológia;67;67;67;0;0;0;24522;3063;2994;58;11;2;15842;5,17;64,6;0,36;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;4;Szülészet-nőgyógyászat;83;83;83;0;0;0;22003;5157;5028;127;2;18;24565;4,76;111,6;0,04;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;5;Csecsemő- és gyermekgyógyászat;146;146;146;0;0;0;53436;5470;5252;159;59;25;38981;7,13;72,95;1,08;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;6;Fül-orr-gégészet;38;38;38;0;0;0;13908;3144;3124;20;0;9;13059;4,15;93,9;0;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;7;Szemészet;64;64;64;0;0;0;23424;3178;3164;14;0;1;14646;4,61;62,53;0;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;8;Bőr- és nemibeteg;28;28;28;0;0;0;10248;1990;1982;8;0;1;7057;3,55;68,86;0;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;9;Ideggyógyászat;58;58;58;0;0;0;21228;2212;1992;93;127;19;15222;6,88;71,71;5,74;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;10;Ortopédia;62;62;62;0;0;0;22692;1421;1403;18;0;0;14150;9,96;62,36;0;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;11;Urológia;70;70;70;0;0;0;25620;4990;4933;32;25;7;23979;4,81;93,59;0,5;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;12;Onkológia, onkoradiológia;108;108;108;0;0;0;39528;3927;3741;130;56;4;28981;7,38;73,32;1,43;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;13;Fog- és szájsebészet;6;6;6;0;0;0;2196;323;323;0;0;1;1106;3,42;50,36;0;2000;;
0242;Pécsi Tudományegyetem Orvostudományi és Egészségü. Főiskola;15;Intenzív betegellátó;20;20;20;0;0;1749;5571;1347;714;492;141;35;3520;2,61;63,18;10,47;2000;;
0295;MH. Pécsi Honvéd Kórháza;1;Belgyógyászat;58;58;58;0;0;0;21228;1297;1139;61;97;13;10320;7,96;48,62;7,48;2000;;
0295;MH. Pécsi Honvéd Kórháza;2;Sebészet;40;40;40;0;0;0;14640;1328;1277;37;14;4;7522;5,66;51,38;1,05;2000;;
0295;MH. Pécsi Honvéd Kórháza;3;Traumatológia;76;76;76;0;0;0;27816;1953;1882;32;39;12;12947;6,63;46,55;2;2000;;
0295;MH. Pécsi Honvéd Kórháza;6;Fül-orr-gégészet;20;20;20;0;0;0;7320;503;501;1;1;3;1868;3,71;25,52;0,2;2000;;
0295;MH. Pécsi Honvéd Kórháza;9;Ideggyógyászat;30;30;30;0;0;0;10980;889;837;15;37;10;5650;6,36;51,46;4,16;2000;;
0295;MH. Pécsi Honvéd Kórháza;15;Intenzív betegellátó;6;6;6;0;0;0;2196;133;5;89;39;11;883;6,64;40,21;29,32;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;1;Belgyógyászat;236;236;236;0;0;0;86376;8214;6598;1058;558;96;68708;8,36;79,55;6,79;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;2;Sebészet;105;105;105;0;0;0;38430;4112;3575;445;92;90;28346;6,89;73,76;2,24;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;3;Traumatológia;77;77;77;0;0;0;28182;3622;3399;217;6;56;20529;5,67;72,84;0,17;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;4;Szülészet-nőgyógyászat;135;135;135;0;0;0;49410;7899;7820;78;1;10;37984;4,81;76,88;0,01;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;5;Csecsemő- és gyermekgyógyászat;55;55;55;0;0;0;20130;2474;2020;442;12;51;13694;5,54;68,03;0,49;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;6;Fül-orr-gégészet;40;40;40;0;0;0;14640;2536;2484;43;9;12;8309;3,28;56,76;0,35;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;7;Szemészet;36;36;36;0;0;0;13176;1727;1707;19;1;1;9984;5,78;75,77;0,06;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;8;Bőr- és nemibeteg;37;37;37;0;0;0;13542;1041;983;58;0;2;10150;9,75;74,95;0;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;9;Ideggyógyászat;45;45;45;0;0;0;16470;1098;986;92;20;2;12931;11,78;78,51;1,82;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;10;Ortopédia;40;40;40;0;0;0;14640;1672;1609;62;1;0;11129;6,66;76,02;0,06;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;11;Urológia;40;40;40;0;0;0;14640;2114;1988;114;12;2;11330;5,36;77,39;0,57;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;12;Onkológia, onkoradiológia;60;60;60;0;0;0;21960;3499;3364;57;78;10;17149;4,9;78,09;2,23;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;14;Reumatológia;54;54;54;0;0;0;19764;1674;1630;42;2;0;18895;11,29;95,6;0,12;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;15;Intenzív betegellátó;12;12;12;0;0;0;4392;450;21;310;119;24;2531;5,62;57,63;26,44;2000;;
0301;Bács-Kiskun Megyei Önkormányzat Kórháza, Kecskemét;17;Felvételi osztály;8;8;8;0;0;0;2928;645;642;3;0;285;637;0,99;21,76;0;2000;;
0302;Városi KH-RI, Baja;1;Belgyógyászat;108;108;108;0;0;0;39528;4928;4178;501;249;70;28394;5,76;71,83;5,05;2000;;
0302;Városi KH-RI, Baja;2;Sebészet;50;50;50;0;0;0;18300;2276;2097;166;13;116;9994;4,39;54,61;0,57;2000;;
0302;Városi KH-RI, Baja;3;Traumatológia;65;65;65;0;0;0;23790;2625;1915;686;24;22;17688;6,74;74,35;0,91;2000;;
0302;Városi KH-RI, Baja;4;Szülészet-nőgyógyászat;60;60;60;0;0;0;21960;2776;2705;70;1;266;14142;5,09;64,4;0,04;2000;;
0302;Városi KH-RI, Baja;5;Csecsemő- és gyermekgyógyászat;45;45;45;0;0;0;16470;1902;1892;9;1;15;8721;4,59;52,95;0,05;2000;;
0302;Városi KH-RI, Baja;6;Fül-orr-gégészet;28;28;28;0;0;0;10248;2060;2016;44;0;4;8418;4,09;82,14;0;2000;;
0302;Városi KH-RI, Baja;7;Szemészet;35;35;35;0;0;0;12810;1889;1876;13;0;1;9353;4,95;73,01;0;2000;;
0302;Városi KH-RI, Baja;9;Ideggyógyászat;34;34;34;0;0;0;12444;965;841;81;43;2;7988;8,28;64,19;4,46;2000;;
0302;Városi KH-RI, Baja;11;Urológia;35;35;35;0;0;0;12810;1725;1682;37;6;4;8246;4,78;64,37;0,35;2000;;
0302;Városi KH-RI, Baja;14;Reumatológia;30;30;30;0;0;0;10980;1197;1182;14;1;0;10609;8,86;96,62;0,08;2000;;
0302;Városi KH-RI, Baja;15;Intenzív betegellátó;6;6;6;0;0;0;2196;189;14;106;69;8;1151;6,09;52,41;36,51;2000;;
0303;Városi Kórház, Kalocsa;1;Belgyógyászat;100;100;100;0;0;0;36600;3062;2520;336;206;40;30444;9,94;83,18;6,73;2000;;
0303;Városi Kórház, Kalocsa;2;Sebészet;60;60;60;0;0;0;21960;2199;1882;281;36;35;14676;6,67;66,83;1,64;2000;;
0303;Városi Kórház, Kalocsa;4;Szülészet-nőgyógyászat;40;40;40;0;0;0;14640;1527;1513;13;1;4;7284;4,77;49,75;0,07;2000;;
