V2;V1;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19;V20;file
0804;Városi Margit KH-RI, Csorna;19;Tüdőgyógyászat;30;30;30;0;30;30;702;643;18;41;0;10950;6330;9,02;57,81;5,84;122
0804;Városi Margit KH-RI, Csorna;"";Aktív betegell. oszt. együtt;175;175;175;0;175;175;5486;5123;186;177;2;63875;38600;7,04;60,43;3,23;122
0805;Városi Dr. Lumniczer Sándor KH-RI, Kapuvár;90;Mátrix intézet;100;100;100;0;100;100;3426;3246;51;129;2;36500;25853;7,55;70,83;3,77;123
0805;Városi Dr. Lumniczer Sándor KH-RI, Kapuvár;;Aktív betegell. oszt. együtt;100;100;100;0;100;100;3426;3246;51;129;2;36500;25853;7,55;70,83;3,77;123
0864;Állami Szanatórium, Sopron;01;Belgyógyászat;10;10;10;0;10;10;329;202;125;2;0;3650;3228;9,81;88,44;0,61;124
0864;Állami Szanatórium, Sopron;"";Aktív betegell. oszt. együtt;10;10;10;0;10;10;329;202;125;2;0;3650;3228;9,81;88,44;0,61;124
0901;Megyei Kenézy Gyula Kórház, Debrecen;01;Belgyógyászat;222;222;222;0;222;222;8628;7693;600;335;2;81030;64150;7,44;79,17;3,88;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;02;Sebészet;96;96;96;0;96;96;3856;3467;339;50;0;35040;23990;6,22;68,46;1,3;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;03;Traumatológia;149;149;149;0;149;149;6703;6225;420;58;1;54385;48903;7,3;89,92;0,87;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;04;Szülészet-nőgyógyászat;130;130;130;0;130;130;7725;7639;83;3;3;47450;31776;4,11;66,97;0,04;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;05;Csecs.- és gyermekgyógy.;114;114;114;0;114;114;5839;5817;22;0;0;41610;33647;5,76;80,86;0;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;06;Fül-orr-gégészet;56;56;56;0;56;56;2749;2705;35;9;0;20440;11766;4,28;57,56;0,33;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;07;Szemészet;50;50;50;0;50;50;2844;2832;11;1;0;18250;12460;4,38;68,27;0,04;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;09;Ideggyógyászat;75;75;75;0;75;75;2492;2222;96;174;0;27375;24241;9,73;88,55;6,98;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;11;Urológia;42;42;42;0;42;42;1945;1855;80;10;0;15330;12855;6,61;83,86;0,51;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;12;Onkológia, onkoradiológia;40;40;40;0;40;40;1723;1698;16;9;0;14600;13530;7,85;92,67;0,52;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;14;Reumatológia;50;50;50;0;50;50;1290;1264;26;0;0;18250;14965;11,6;82;0;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;15;Intenzív betegellátó;52;52;52;0;52;52;2593;439;1942;212;0;18980;11260;4,34;59,33;8,18;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;16;Fertőző betegellátó;50;50;50;0;50;50;1221;1118;88;15;0;18250;9961;8,16;54,58;1,23;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;17;Felvételi osztály;16;16;16;0;16;16;2970;1892;985;93;0;5840;4785;1,61;81,93;3,13;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;18;Elmegyógyászat;116;116;116;0;116;116;3061;2007;1037;17;0;42340;49276;16,1;116,4;0,56;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;19;Tüdőgyógyászat;59;59;59;0;59;59;1651;1392;159;100;0;21535;19548;11,84;90,77;6,06;127
0901;Megyei Kenézy Gyula Kórház, Debrecen;"";Aktív betegell. oszt. együtt;1317;1317;1317;0;1317;1317;57290;50265;5939;1086;6;480705;387113;6,76;80,53;1,9;127
0902;Területi Kórház, Berettyóújfalu;01;Belgyógyászat;100;100;100;0;100;100;3916;3541;238;137;0;36500;33639;8,59;92,16;3,5;128
0902;Területi Kórház, Berettyóújfalu;02;Sebészet;53;53;53;0;53;53;2299;2078;156;65;0;19345;13916;6,05;71,94;2,83;128
0902;Területi Kórház, Berettyóújfalu;03;Traumatológia;34;34;34;0;34;34;1256;1147;100;9;0;12410;7773;6,19;62,63;0,72;128
0902;Területi Kórház, Berettyóújfalu;04;Szülészet-nőgyógyászat;50;50;50;0;50;50;1990;1969;19;2;22;18250;10102;5,08;55,35;0,1;128
0902;Területi Kórház, Berettyóújfalu;05;Csecs.- és gyermekgyógy.;50;50;50;0;50;50;4223;4219;4;0;0;18250;17327;4,1;94,94;0;128
0902;Területi Kórház, Berettyóújfalu;06;Fül-orr-gégészet;25;25;25;0;25;25;1190;1174;13;3;0;9125;5972;5,02;65,45;0,25;128
0902;Területi Kórház, Berettyóújfalu;07;Szemészet;23;23;23;0;23;23;987;979;8;0;0;8395;5899;5,98;70,27;0;128
0902;Területi Kórház, Berettyóújfalu;09;Ideggyógyászat;46;46;46;0;46;46;1424;1301;95;28;0;16790;12802;8,99;76,25;1,97;128
0902;Területi Kórház, Berettyóújfalu;11;Urológia;25;25;25;0;25;25;1079;936;141;2;3;9125;5233;4,85;57,35;0,19;128
0902;Területi Kórház, Berettyóújfalu;15;Intenzív betegellátó;11;11;11;0;11;11;470;124;285;61;0;4015;2702;5,75;67,3;12,98;128
0902;Területi Kórház, Berettyóújfalu;18;Elmegyógyászat;70;70;70;0;70;70;1516;1275;215;26;0;25550;24120;15,91;94,4;1,72;128
0902;Területi Kórház, Berettyóújfalu;19;Tüdőgyógyászat;46;46;46;0;46;46;923;827;56;40;0;16790;13323;14,43;79,35;4,33;128
0902;Területi Kórház, Berettyóújfalu;"";Aktív betegell. oszt. együtt;533;533;533;0;533;533;21273;19570;1330;373;25;194545;152808;7,18;78,55;1,75;128
0940;Debrecen Tudomány Egyetem;01;Belgyógyászat;470;470;470;0;468;468;26381;24184;1823;374;1;170826;159735;6,05;93,51;1,42;129
0940;Debrecen Tudomány Egyetem;02;Sebészet;307;307;307;0;307;307;15451;11683;3675;93;9;112055;81514;5,28;72,74;0,6;129
0940;Debrecen Tudomány Egyetem;03;Traumatológia;52;52;52;0;52;47,7;1960;1909;42;9;0;17406;10963;5,59;62,98;0,46;129
0940;Debrecen Tudomány Egyetem;04;Szülészet-nőgyógyászat;151;151;151;0;151;151;10495;9486;1008;1;2127;55115;43516;4,15;78,95;0,01;129
0940;Debrecen Tudomány Egyetem;05;Csecs.- és gyermekgyógy.;111;105;105;6;111;106,2;5560;4530;991;39;0;38766;37244;6,7;96,07;0,7;129
0940;Debrecen Tudomány Egyetem;06;Fül-orr-gégészet;60;60;60;0;62;62;3321;3294;22;5;0;22624;15056;4,53;66,55;0,15;129
0940;Debrecen Tudomány Egyetem;07;Szemészet;80;80;80;0;80;80;4352;4320;31;1;0;29200;22395;5,15;76,7;0,02;129
0940;Debrecen Tudomány Egyetem;08;Bőr- és nemibeteg;58;58;58;0;58;54,2;2475;2397;75;3;0;19784;15796;6,38;79,84;0,12;129
0940;Debrecen Tudomány Egyetem;09;Ideggyógyászat;55;55;55;0;55;55;2049;1871;127;51;0;20075;17106;8,35;85,21;2,49;129
0940;Debrecen Tudomány Egyetem;10;Ortopédia;49;49;49;0;49;37,3;2141;2084;56;1;2;13605;14852;6,94;109,2;0,05;129
0940;Debrecen Tudomány Egyetem;11;Urológia;52;52;52;0;52;52;4568;4503;54;11;1032;18980;18669;4,09;98,36;0,24;129
0940;Debrecen Tudomány Egyetem;12;Onkológia, onkoradiológia;116;116;116;0;116;116;5533;5122;293;118;9;42340;27590;4,99;65,16;2,13;129
0940;Debrecen Tudomány Egyetem;13;Fog- és szájsebészet;20;20;20;0;20;20;1129;1119;7;3;0;7300;4502;3,99;61,67;0,27;129
0940;Debrecen Tudomány Egyetem;14;Reumatológia;20;20;20;0;20;20;793;762;29;2;0;7300;4661;5,88;63,85;0,25;129
0940;Debrecen Tudomány Egyetem;15;Intenzív betegellátó;130;130;130;0;130;130;10811;956;9198;657;1;47450;34971;3,23;73,7;6,08;129
0940;Debrecen Tudomány Egyetem;16;Fertőző betegellátó;30;30;30;0;30;30;1436;1423;13;0;0;10950;6447;4,49;58,88;0;129
0940;Debrecen Tudomány Egyetem;17;Felvételi osztály;10;10;10;0;10;10;544;495;47;2;0;3650;552;1,01;15,12;0,37;129
0940;Debrecen Tudomány Egyetem;18;Elmegyógyászat;34;34;34;0;34;34;643;438;202;3;0;12410;11925;18,55;96,09;0,47;129
0940;Debrecen Tudomány Egyetem;19;Tüdőgyógyászat;50;50;50;0;50;50;1761;1443;229;89;0;18250;17606;10;96,47;5,05;129
0940;Debrecen Tudomány Egyetem;"";Aktív betegell. oszt. együtt;1855;1849;1849;6;1855;1830,4;101403;82019;17922;1462;3181;668086;545100;5,38;81,59;1,44;129
0106;Fővárosi Szent János KH-RI;01;Belgyógyászat;230;230;230;0;230;230;8674;7486;838;350;13;83950;64854;7,48;77,25;4,04;13
0106;Fővárosi Szent János KH-RI;02;Sebészet;148;148;148;0;142,2;142,2;5980;5546;339;95;14;51906;38964;6,52;75,07;1,59;13
0106;Fővárosi Szent János KH-RI;03;Traumatológia;150;150;150;0;150;150;5757;5327;388;42;21;54750;37328;6,48;68,18;0,73;13
0106;Fővárosi Szent János KH-RI;04;Szülészet-nőgyógyászat;40;40;40;0;40;40;4082;4064;17;1;189;14600;15204;3,72;104,1;0,02;13
0106;Fővárosi Szent János KH-RI;05;Csecs.- és gyermekgyógy.;24;24;24;0;24;24;1330;1304;24;2;0;8760;7790;5,86;88,93;0,15;13
0106;Fővárosi Szent János KH-RI;06;Fül-orr-gégészet;32;32;32;0;32;32;2014;1993;16;5;2;11680;9196;4,57;78,73;0,25;13
0106;Fővárosi Szent János KH-RI;07;Szemészet;21;21;21;0;21;21;1706;1695;11;0;24;7665;4527;2,65;59,06;0;13
0106;Fővárosi Szent János KH-RI;09;Ideggyógyászat;42;42;42;0;42;42;1395;1182;132;81;0;15330;12974;9,3;84,63;5,81;13
0106;Fővárosi Szent János KH-RI;10;Ortopédia;28;28;28;0;28;28;851;821;29;1;6;10220;8815;10,36;86,25;0,12;13
0106;Fővárosi Szent János KH-RI;11;Urológia;30;30;30;0;30;30;1750;1695;41;14;113;10950;10699;6,11;97,71;0,8;13
0106;Fővárosi Szent János KH-RI;13;Fog- és szájsebészet;8;8;8;0;8;8;577;566;6;5;0;2920;2630;4,56;90,07;0,87;13
0106;Fővárosi Szent János KH-RI;15;Intenzív betegellátó;15;15;15;0;15;15;782;51;397;334;0;5475;2669;3,41;48,75;42,71;13
0106;Fővárosi Szent János KH-RI;18;Elmegyógyászat;56;56;56;0;56;56;1287;691;547;49;0;20440;20215;15,71;98,9;3,81;13
0106;Fővárosi Szent János KH-RI;19;Tüdőgyógyászat;55;55;55;0;55;55;1771;1461;204;106;0;20075;18676;10,55;93,03;5,99;13
0106;Fővárosi Szent János KH-RI;"";Aktív betegell. oszt. együtt;879;879;879;0;873,2;873,2;37956;33882;2989;1085;382;318721;254541;6,71;79,86;2,86;13
1001;Megyei Markoth Ferenc Kórház, Eger;01;Belgyógyászat;259;259;259;0;259;257;10915;9573;664;678;5;93803;83694;7,67;89,22;6,21;133
1001;Megyei Markoth Ferenc Kórház, Eger;02;Sebészet;105;105;105;0;105;105;3561;3252;177;132;30;38325;25198;7,08;65,75;3,71;133
1001;Megyei Markoth Ferenc Kórház, Eger;03;Traumatológia;70;70;70;0;70;70;3175;3017;91;67;63;25550;20184;6,36;79;2,11;133
1001;Megyei Markoth Ferenc Kórház, Eger;04;Szülészet-nőgyógyászat;90;90;90;0;90;90;5220;5187;23;10;788;32850;19789;3,79;60,24;0,19;133
1001;Megyei Markoth Ferenc Kórház, Eger;05;Csecs.- és gyermekgyógy.;70;70;70;0;70;67,2;1681;1664;13;4;0;24542;9423;5,61;38,4;0,24;133
1001;Megyei Markoth Ferenc Kórház, Eger;06;Fül-orr-gégészet;30;30;30;0;30;30;1275;1247;15;13;0;10950;6670;5,23;60,91;1,02;133
1001;Megyei Markoth Ferenc Kórház, Eger;07;Szemészet;20;20;20;0;20;20;944;941;3;0;0;7300;4745;5,03;65;0;133
1001;Megyei Markoth Ferenc Kórház, Eger;08;Bőr- és nemibeteg;20;20;20;0;20;20;555;523;29;3;0;7300;6142;11,07;84,14;0,54;133
1001;Megyei Markoth Ferenc Kórház, Eger;09;Ideggyógyászat;40;40;40;0;40;40;1650;1624;19;7;0;14600;13014;7,89;89,14;0,42;133
1001;Megyei Markoth Ferenc Kórház, Eger;10;Ortopédia;35;35;35;0;35;35;1405;1398;7;0;3;12775;9432;6,71;73,83;0;133
1001;Megyei Markoth Ferenc Kórház, Eger;11;Urológia;40;40;40;0;40;40;1739;1692;35;12;234;14600;8835;5,08;60,51;0,69;133
1001;Megyei Markoth Ferenc Kórház, Eger;12;Onkológia, onkoradiológia;35;30;30;5;35;30;1157;1122;15;20;0;10950;6729;5,82;61,45;1,73;133
1001;Megyei Markoth Ferenc Kórház, Eger;14;Reumatológia;48;48;48;0;48;48;1439;1424;15;0;0;17520;16998;11,81;97,02;0;133
1001;Megyei Markoth Ferenc Kórház, Eger;15;Intenzív betegellátó;12;12;12;0;12;12;420;39;293;88;0;4380;2530;6,02;57,76;20,95;133
1001;Megyei Markoth Ferenc Kórház, Eger;16;Fertőző betegellátó;40;40;40;0;40;40;1007;937;56;14;0;14600;7346;7,29;50,32;1,39;133
1001;Megyei Markoth Ferenc Kórház, Eger;17;Felvételi osztály;8;8;8;0;8;8;2638;1663;922;53;0;2920;2639;1;90,38;2,01;133
1001;Megyei Markoth Ferenc Kórház, Eger;18;Elmegyógyászat;80;80;80;0;80;80;2067;1846;201;20;0;29200;26056;12,61;89,23;0,97;133
1001;Megyei Markoth Ferenc Kórház, Eger;"";Aktív betegell. oszt. együtt;1002;997;997;5;1002;992,2;40848;37149;2578;1121;1123;362165;269424;6,6;74,39;2,74;133
1002;Városi Bugát Pál Kórház, Gyöngyös;01;Belgyógyászat;133;133;133;0;133;133;7044;6093;652;299;6;48545;48694;6,91;100,3;4,24;134
1002;Városi Bugát Pál Kórház, Gyöngyös;02;Sebészet;55;55;55;0;55;55;2533;2342;158;33;18;20075;16618;6,56;82,78;1,3;134
1002;Városi Bugát Pál Kórház, Gyöngyös;04;Szülészet-nőgyógyászat;60;60;60;0;60;60;3376;3349;26;1;343;21900;16989;5,03;77,58;0,03;134
1002;Városi Bugát Pál Kórház, Gyöngyös;05;Csecs.- és gyermekgyógy.;25;25;25;0;25;25;1012;1005;7;0;0;9125;5675;5,61;62,19;0;134
1002;Városi Bugát Pál Kórház, Gyöngyös;06;Fül-orr-gégészet;20;20;20;0;20;20;1548;1517;20;11;0;7300;5857;3,78;80,23;0,71;134
1002;Városi Bugát Pál Kórház, Gyöngyös;07;Szemészet;20;20;20;0;20;20;1286;1262;24;0;0;7300;5382;4,19;73,73;0;134
1002;Városi Bugát Pál Kórház, Gyöngyös;09;Ideggyógyászat;20;10;10;10;20;9;468;443;20;5;0;3290;2990;6,39;90,88;1,07;134
1002;Városi Bugát Pál Kórház, Gyöngyös;15;Intenzív betegellátó;8;8;8;0;8;8;286;76;146;64;0;2920;1631;5,7;55,86;22,38;134
1002;Városi Bugát Pál Kórház, Gyöngyös;18;Elmegyógyászat;75;75;75;0;75;75;1889;1584;265;40;0;27375;26308;13,93;96,1;2,12;134
1002;Városi Bugát Pál Kórház, Gyöngyös;"";Aktív betegell. oszt. együtt;416;406;406;10;416;405;19442;17671;1318;453;367;147830;130144;6,69;88,04;2,33;134
1003;Városi Albert Schweitzer Kórház, Hatvan;01;Belgyógyászat;83;83;83;0;83;83;3693;3064;364;265;0;30295;27074;7,33;89,37;7,18;135
1003;Városi Albert Schweitzer Kórház, Hatvan;02;Sebészet;57;57;57;0;57;57;1869;1714;107;48;0;20805;14791;7,91;71,09;2,57;135
1003;Városi Albert Schweitzer Kórház, Hatvan;03;Traumatológia;60;60;60;0;60;60;2691;2530;130;31;6;21900;14671;5,45;66,99;1,15;135
1003;Városi Albert Schweitzer Kórház, Hatvan;04;Szülészet-nőgyógyászat;30;30;30;0;30;30;1999;1993;5;1;330;10950;7963;3,98;72,72;0,05;135
1003;Városi Albert Schweitzer Kórház, Hatvan;05;Csecs.- és gyermekgyógy.;30;30;30;0;30;30;1487;1486;1;0;0;10950;7070;4,75;64,57;0;135
1003;Városi Albert Schweitzer Kórház, Hatvan;07;Szemészet;20;20;20;0;20;20;1105;1093;12;0;1;7300;4991;4,52;68,37;0;135
1003;Városi Albert Schweitzer Kórház, Hatvan;08;Bőr- és nemibeteg;15;15;15;0;15;15;620;586;34;0;0;5475;5564;8,97;101,6;0;135
1003;Városi Albert Schweitzer Kórház, Hatvan;09;Ideggyógyászat;30;30;30;0;30;30;693;626;55;12;0;10950;6669;9,62;60,9;1,73;135
1003;Városi Albert Schweitzer Kórház, Hatvan;15;Intenzív betegellátó;8;8;8;0;8;8;386;78;242;66;0;2920;1761;4,56;60,31;17,1;135
1003;Városi Albert Schweitzer Kórház, Hatvan;"";Aktív betegell. oszt. együtt;333;333;333;0;333;333;14543;13170;950;423;337;121545;90554;6,23;74,5;2,91;135
1057;Mátral Állami Gyógyintézet, Mátraháza;19;Tüdőgyógyászat;160;160;160;0;160;160;3917;3701;137;79;0;58400;39845;10,17;68,23;2,02;137
1057;Mátral Állami Gyógyintézet, Mátraháza;;Aktív betegell. oszt. együtt;160;160;160;0;160;160;3917;3701;137;79;0;58400;39845;10,17;68,23;2,02;137
0107;Fővárosi Szent Margit KH-RI;01;Belgyógyászat;220;220;220;0;220;220;7009;5994;680;335;1;80300;65294;9,32;81,31;4,78;14
0107;Fővárosi Szent Margit KH-RI;02;Sebészet;54;54;54;0;54;54;1933;1631;271;31;34;19710;12253;6,34;62,17;1,6;14
0107;Fővárosi Szent Margit KH-RI;04;Szülészet-nőgyógyászat;70;70;70;0;70;70;4756;4716;39;1;432;25550;20134;4,23;78,8;0,02;14
0107;Fővárosi Szent Margit KH-RI;05;Csecs.- és gyermekgyógy.;10;10;10;0;10;10;370;370;0;0;0;3650;3377;9,13;92,52;0;14
0107;Fővárosi Szent Margit KH-RI;09;Ideggyógyászat;45;45;45;0;45;45;1187;1098;49;40;0;16425;14195;11,96;86,42;3,37;14
0107;Fővárosi Szent Margit KH-RI;12;Onkológia, onkoradiológia;55;55;55;0;55;55;2840;2642;72;126;0;20075;17323;6,1;86,29;4,44;14
0107;Fővárosi Szent Margit KH-RI;15;Intenzív betegellátó;6;6;6;0;6;6;328;22;236;70;0;2190;1010;3,08;46,12;21,34;14
0107;Fővárosi Szent Margit KH-RI;"";Aktív betegell. oszt. együtt;460;460;460;0;460;460;18423;16473;1347;603;467;167900;133586;7,25;79,56;3,27;14
1101;Megyei Szent Borbála Kórház,Tatabánya;01;Belgyógyászat;165;165;165;0;165;165;6116;5145;550;421;0;60225;51365;8,4;85,29;6,88;140
1101;Megyei Szent Borbála Kórház,Tatabánya;02;Sebészet;86;86;86;0;86;86;3825;3190;541;94;1;31390;26155;6,84;83,32;2,46;140
1101;Megyei Szent Borbála Kórház,Tatabánya;03;Traumatológia;62;62;62;0;62;62;2703;2538;123;42;1;22630;17549;6,49;77,55;1,55;140
1101;Megyei Szent Borbála Kórház,Tatabánya;04;Szülészet-nőgyógyászat;65;65;65;0;65;65;4364;4334;28;2;1;23725;18502;4,24;77,99;0,05;140
1101;Megyei Szent Borbála Kórház,Tatabánya;05;Csecs.- és gyermekgyógy.;65;65;65;0;65;65;2939;2928;1;10;0;23725;18672;6,35;78,7;0,34;140
1101;Megyei Szent Borbála Kórház,Tatabánya;06;Fül-orr-gégészet;26;26;26;0;26;26;1582;1552;19;11;2;9490;7051;4,46;74,3;0,7;140
1101;Megyei Szent Borbála Kórház,Tatabánya;07;Szemészet;24;24;24;0;24;24;2623;2611;12;0;89;8760;5512;2,1;62,92;0;140
1101;Megyei Szent Borbála Kórház,Tatabánya;09;Ideggyógyászat;68;68;68;0;68;68;2448;2019;155;274;0;24820;16828;6,87;67,8;11,19;140
1101;Megyei Szent Borbála Kórház,Tatabánya;11;Urológia;25;25;25;0;25;25;1471;1422;41;8;0;9125;7675;5,22;84,11;0,54;140
1101;Megyei Szent Borbála Kórház,Tatabánya;15;Intenzív betegellátó;12;8;8;4;12;8;423;36;286;101;0;2920;2400;5,67;82,19;23,88;140
1101;Megyei Szent Borbála Kórház,Tatabánya;18;Elmegyógyászat;70;70;70;0;70;70;1808;827;951;30;0;25550;26080;14,42;102,1;1,66;140
1101;Megyei Szent Borbála Kórház,Tatabánya;19;Tüdőgyógyászat;48;48;48;0;48;48;1038;674;287;77;0;17520;13515;13,02;77,14;7,42;140
1101;Megyei Szent Borbála Kórház,Tatabánya;"";Aktív betegell. oszt. együtt;716;712;712;4;716;712;31340;27276;2994;1070;94;259880;211304;6,74;81,31;3,41;140
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;01;Belgyógyászat;110;110;110;0;110;110;4636;4157;225;254;0;40150;37075;8;92,34;5,48;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;02;Sebészet;48;48;48;0;48;48;1955;1781;129;45;0;17520;12917;6,61;73,73;2,3;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;03;Traumatológia;32;32;32;0;32;32;1570;1497;66;7;0;11680;10054;6,4;86,08;0,45;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;04;Szülészet-nőgyógyászat;50;50;50;0;50;50;2875;2845;24;6;896;18250;12952;4,51;70,97;0,21;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;05;Csecs.- és gyermekgyógy.;15;15;15;0;15;15;758;757;1;0;0;5475;5607;7,4;102,4;0;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;06;Fül-orr-gégészet;15;15;15;0;15;15;852;841;9;2;27;5475;3398;3,99;62,06;0,23;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;07;Szemészet;15;15;15;0;15;15;1122;1119;3;0;0;5475;3189;2,84;58,25;0;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;09;Ideggyógyászat;60;60;60;0;60;60;2232;2008;125;99;0;21900;19990;8,96;91,28;4,44;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;14;Reumatológia;37;37;37;0;37;37;1355;1340;14;1;0;13505;13412;9,9;99,31;0,07;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;15;Intenzív betegellátó;8;8;8;0;8;8;305;38;193;74;0;2920;1470;4,82;50,34;24,26;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;17;Felvételi osztály;5;5;5;0;5;5;0;0;0;0;0;1825;0;;0;0;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;18;Elmegyógyászat;50;50;50;0;50;50;1258;970;257;31;0;18250;23154;18,41;126,9;2,46;141
1102;Megyei Önkormányzat Vaszary Kolos Kórház, Esztergom;"";Aktív betegell. oszt. együtt;445;445;445;0;445;445;18918;17353;1046;519;923;162425;143218;7,57;88,17;2,74;141
1103;Városl Rehab. Szakkórház, Tata;01;Belgyógyászat;60;60;60;0;60;60;2177;2009;51;117;0;21900;17935;8,24;81,89;5,37;142
1103;Városl Rehab. Szakkórház, Tata;"";Aktív betegell. oszt. együtt;60;60;60;0;60;60;2177;2009;51;117;0;21900;17935;8,24;81,89;5,37;142
1104;Selye János Kórház, Komárom;01;Belgyógyászat;45;45;45;0;45;45;1836;1705;59;72;0;16425;14148;7,71;86,14;3,92;143
1104;Selye János Kórház, Komárom;02;Sebészet;42;42;42;0;42;42;1373;1324;11;38;0;15330;9233;6,72;60,23;2,77;143
1104;Selye János Kórház, Komárom;04;Szülészet-nőgyógyászat;34;34;34;0;34;34;1831;1826;5;0;4;12410;9418;5,14;75,89;0;143
1104;Selye János Kórház, Komárom;05;Csecs.- és gyermekgyógy.;30;30;30;0;30;30;1022;1021;1;0;0;10950;4847;4,74;44,26;0;143
1104;Selye János Kórház, Komárom;"";Aktív betegell. oszt. együtt;151;151;151;0;151;151;6062;5876;76;110;4;55115;37646;6,21;68,3;1,81;143
1106;Batthyány Kázmér Szakkórház, Kisbér;01;Belgyógyászat;40;40;40;0;40;40;1456;1215;138;103;0;14600;11464;7,87;78,52;7,07;144
1106;Batthyány Kázmér Szakkórház, Kisbér;"";Aktív betegell. oszt. együtt;40;40;40;0;40;40;1456;1215;138;103;0;14600;11464;7,87;78,52;7,07;144
1201;Szent Lázár Megyei Kórház, Salgótarján;01;Belgyógyászat;120;99;99;21;122,7;99;4041;3469;332;240;0;36135;30913;7,65;85,55;5,94;150
1201;Szent Lázár Megyei Kórház, Salgótarján;02;Sebészet;50;50;50;0;50;50;1268;1155;78;35;0;18250;9364;7,38;51,31;2,76;150
1201;Szent Lázár Megyei Kórház, Salgótarján;03;Traumatológia;58;58;58;0;58;58;2122;1967;122;33;0;21170;16157;7,61;76,32;1,56;150
1201;Szent Lázár Megyei Kórház, Salgótarján;04;Szülészet-nőgyógyászat;54;54;54;0;54;54;3268;3254;13;1;801;19710;16526;5,06;83,85;0,03;150
1201;Szent Lázár Megyei Kórház, Salgótarján;05;Csecs.- és gyermekgyógy.;51;51;51;0;51;51;2049;2044;4;1;0;18615;11786;5,75;63,31;0,05;150
1201;Szent Lázár Megyei Kórház, Salgótarján;06;Fül-orr-gégészet;21;21;21;0;21;21;1271;1263;3;5;0;7665;4914;3,87;64,11;0,39;150
1201;Szent Lázár Megyei Kórház, Salgótarján;07;Szemészet;20;20;20;0;17,3;17,3;592;585;7;0;0;6298;3236;5,47;51,38;0;150
1201;Szent Lázár Megyei Kórház, Salgótarján;08;Bőr- és nemibeteg;15;15;15;0;15;15;398;389;9;0;0;5475;3338;8,39;60,97;0;150
1201;Szent Lázár Megyei Kórház, Salgótarján;09;Ideggyógyászat;75;69;69;6;75;69;2796;2626;64;106;0;25185;19327;6,91;76,74;3,79;150
1201;Szent Lázár Megyei Kórház, Salgótarján;10;Ortopédia;21;21;21;0;21;21;720;708;12;0;0;7665;6342;8,81;82,74;0;150
1201;Szent Lázár Megyei Kórház, Salgótarján;11;Urológia;40;40;40;0;40;40;1410;1376;25;9;1;14600;9934;7,05;68,04;0,64;150
1201;Szent Lázár Megyei Kórház, Salgótarján;12;Onkológia, onkoradiológia;20;20;20;0;20;20;325;229;25;71;0;7300;2939;9,04;40,26;21,85;150
1201;Szent Lázár Megyei Kórház, Salgótarján;14;Reumatológia;26;26;26;0;26;26;761;734;27;0;0;9490;8501;11,17;89,58;0;150
1201;Szent Lázár Megyei Kórház, Salgótarján;15;Intenzív betegellátó;10;10;10;0;7,8;5,5;413;62;266;85;0;2012;1585;3,84;78,78;20,58;150
1201;Szent Lázár Megyei Kórház, Salgótarján;17;Felvételi osztály;8;8;8;0;8;8;155;155;0;0;0;2920;155;1;5,31;0;150
1201;Szent Lázár Megyei Kórház, Salgótarján;"";Aktív betegell. oszt. együtt;589;562;562;27;586,8;554,8;21589;20016;987;586;802;202490;145017;6,72;71,62;2,71;150
1202;Városi Dr. Kenessey Albert KH-RI, Balassagyarmat;01;Belgyógyászat;90;90;90;0;90;90;2793;2572;82;139;0;32850;22206;7,95;67,6;4,98;151
1202;Városi Dr. Kenessey Albert KH-RI, Balassagyarmat;02;Sebészet;41;41;41;0;41;41;1446;1338;66;42;0;14965;9737;6,73;65,07;2,9;151
